id,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7442,M23706,M,297.4,308.9,1449,40.5,204,1,1,0,0,1,0
7484,L51211,L,302.0,310.5,1383,50.2,229,1,0,0,0,1,0
7616,L56680,L,299.2,310.2,1411,55.0,192,1,0,0,0,0,0
7661,L51390,L,302.1,310.9,1356,51.0,111,1,0,1,0,0,0
7746,M19296,M,302.4,310.3,1357,54.5,136,1,0,1,0,0,0
7777,L53270,L,300.9,310.8,1708,29.1,166,1,0,0,1,0,0
7842,L51374,L,302.4,311.0,1326,46.2,190,1,0,1,0,0,0
7843,L56923,L,298.9,310.2,1294,65.3,174,1,0,0,0,1,0
7921,L56364,L,298.0,309.2,1372,56.6,190,1,0,0,0,1,0
7927,L54690,L,300.5,311.8,1524,47.3,111,1,1,0,0,0,0
7987,L52197,L,303.9,313.0,1275,57.3,78,1,0,0,0,1,0
8094,L48106,L,295.6,306.1,1372,55.6,98,1,0,0,0,0,0
8107,L51764,L,302.8,311.1,1374,48.9,78,1,0,1,0,0,0
8221,L51586,L,302.4,310.1,1366,50.1,70,1,0,1,0,0,0
8236,M19269,M,302.4,310.1,1358,53.6,61,1,0,1,0,0,0
8281,M24763,M,298.7,309.2,1382,60.2,195,1,0,0,0,1,0
8300,M19014,M,302.0,310.4,1308,55.6,82,1,0,1,0,0,0
8322,M15095,M,298.1,308.4,1680,33.7,33,1,0,0,1,0,0
8356,L49761,L,299.1,308.8,1445,60.7,191,1,1,0,0,0,0
8389,L48392,L,296.9,307.9,1359,57.1,192,1,0,0,0,0,0
8404,L51278,L,302.0,310.3,1322,50.7,159,1,0,1,0,0,0
8577,L48424,L,297.1,308.4,1274,69.4,202,1,0,0,1,0,0
8720,M18666,M,301.4,310.9,1360,63.9,67,1,0,0,1,0,0
8733,L51282,L,301.9,310.7,1334,59.6,51,1,0,1,0,0,0
8850,L48238,L,296.7,307.7,1399,49.8,195,1,0,0,0,0,0
8971,L48969,L,298.2,307.7,1436,67.3,0,1,0,0,0,0,0
9093,L56434,L,298.3,309.1,1616,31.1,208,1,1,0,0,0,0
9144,M21478,M,301.6,310.6,1350,65.8,104,1,0,0,0,0,0
9214,L51261,L,301.9,310.4,1336,58.2,110,1,0,1,0,0,0
9237,L50627,L,301.4,310.4,1334,49.2,62,1,0,0,0,0,0
9428,L51377,L,302.4,311.0,1346,48.5,193,1,0,1,0,0,0
9436,L51759,L,303.0,311.2,1355,61.8,127,1,0,0,0,0,0
9560,L51645,L,302.8,310.6,1321,52.3,98,1,0,1,0,0,0
9584,L50899,L,302.4,311.5,1372,65.3,64,1,0,0,1,0,0
9655,L51054,L,302.4,311.8,1307,55.5,5,1,0,1,0,0,0
9690,L51940,L,303.5,311.6,1634,30.4,72,1,0,0,0,0,0
9709,H33279,H,302.2,311.4,1369,49.6,0,1,0,1,0,0,0
9753,L54716,L,300.1,311.3,2579,12.5,64,1,0,0,0,0,0
9802,L53436,L,301.0,310.8,1705,29.4,206,1,1,0,0,0,0
9862,M19610,M,303.0,312.3,1304,49.9,77,1,0,1,0,0,0
9946,M23789,M,297.4,308.4,1620,38.7,215,1,1,0,0,0,0
9978,L53331,L,301.0,311.1,1357,55.3,172,1,0,0,0,1,0
9996,M19447,M,303.0,311.2,1222,67.9,137,1,0,1,0,0,0
10029,L47466,L,298.1,308.3,1442,71.8,205,1,0,0,1,0,0
10131,M22424,M,300.3,311.3,1530,65.2,136,1,0,0,1,0,0
10280,M19287,M,302.4,310.1,1366,47.0,107,1,0,1,0,0,0
10323,L52696,L,302.5,311.9,1270,69.6,124,1,0,0,1,1,0
10331,M18269,M,301.2,310.4,2874,4.2,111,1,0,0,1,0,0
10383,L49195,L,298.6,308.4,1326,63.8,166,1,0,0,1,0,0
10412,L50967,L,302.3,310.8,1377,47.3,148,1,0,1,0,0,0
10547,L50971,L,302.3,311.0,1685,28.1,30,1,0,0,0,0,0
10585,L47341,L,298.4,308.1,1712,27.7,218,1,0,0,0,0,0
10663,M15929,M,296.9,307.8,1341,50.9,203,1,0,0,0,0,0
10665,L55320,L,299.6,310.5,1283,61.0,222,1,0,0,0,1,0
10744,L47783,L,297.9,309.8,1336,71.6,31,1,0,0,0,0,0
10778,L49407,L,299.5,308.8,1965,20.4,164,1,1,0,0,0,0
10889,L54943,L,300.4,311.6,1200,76.6,3,1,1,0,0,0,0
10934,M19346,M,302.5,310.5,1349,46.1,42,1,0,1,0,0,0
11067,L49054,L,298.3,308.0,1410,59.3,212,1,0,0,0,1,0
11081,L56612,L,298.0,308.7,1365,55.7,50,1,0,0,0,1,0
11098,L51816,L,303.1,311.3,1384,50.1,210,1,0,1,0,0,0
11136,L52140,L,303.9,312.7,1336,61.0,119,1,0,0,0,1,0
11175,L53658,L,300.6,309.8,1663,29.1,145,1,0,0,0,0,0
11223,L51994,L,303.4,311.8,1471,45.0,205,1,0,0,0,0,0
11298,M17104,M,299.3,308.3,1542,37.5,203,1,1,0,0,0,0
11305,L56653,L,298.9,309.6,1402,63.2,187,1,0,0,1,1,0
11352,H32791,H,301.5,310.6,1335,52.4,33,1,0,0,0,1,0
11365,L50791,L,302.2,311.2,1341,56.5,48,1,0,0,0,1,0
11503,M24631,M,298.7,309.6,1316,50.4,32,1,0,0,0,0,0
11557,L55106,L,300.7,311.6,1335,44.0,194,1,0,0,0,0,0
11567,L47602,L,297.3,308.3,1333,48.4,13,1,0,0,0,1,0
11668,L50864,L,302.0,311.2,1270,65.3,182,1,1,0,0,0,0
11765,L51070,L,302.3,311.1,1336,54.8,61,1,0,1,0,0,0
11789,M23442,M,297.5,308.1,1541,72.0,206,1,0,0,0,0,0
11853,M19366,M,302.3,310.1,1366,55.0,187,1,0,1,0,0,0
11903,L54690,L,300.5,311.8,1434,47.0,214,1,1,0,0,0,0
11924,L51313,L,301.7,310.3,1459,35.8,31,1,0,0,0,0,0
12026,L51251,L,301.9,310.7,1376,68.6,26,1,0,1,0,0,0
12273,M21585,M,301.5,310.7,1359,47.1,115,1,0,0,0,0,0
12315,L51419,L,302.5,310.9,1446,43.2,220,1,1,0,0,0,0
12348,L48397,L,297.8,308.1,2874,4.8,130,1,0,0,1,0,0
12355,L54981,L,299.9,311.3,1399,49.6,208,1,0,0,0,1,0
12365,L50791,L,301.7,310.9,1405,46.3,146,1,1,0,0,0,0
12457,L49646,L,299.0,308.6,1361,68.6,126,1,0,0,1,0,0
12526,L56875,L,299.0,310.0,1309,55.6,213,1,0,0,0,1,0
12686,L56255,L,297.3,308.1,1450,36.0,150,1,0,0,0,0,0
12689,L48961,L,298.5,308.1,1377,48.6,48,1,0,0,0,1,0
12780,L53258,L,300.8,310.7,1339,59.5,203,1,0,0,1,0,0
12865,L51267,L,302.0,310.4,1376,54.9,57,1,0,1,0,0,0
12877,L48172,L,296.3,307.1,1385,52.4,167,1,0,0,0,1,0
13106,L51621,L,302.5,310.2,1353,57.5,148,1,0,1,0,0,0
13130,M18096,M,300.8,309.4,1258,68.5,113,1,0,1,0,0,0
13292,L50607,L,301.6,310.6,1380,54.4,164,1,0,1,0,0,0
13294,L53428,L,300.8,310.1,1362,57.2,189,1,0,0,0,0,0
13310,M18375,M,301.9,311.1,2833,5.0,179,1,0,0,1,0,0
13348,L51698,L,302.4,310.4,1357,47.2,126,1,0,1,0,0,0
13408,L51404,L,302.6,311.1,1391,56.0,161,1,1,0,0,0,0
13750,L48109,L,295.6,306.2,1419,55.7,14,1,0,0,0,1,0
13780,M23167,M,298.7,310.1,1402,69.7,24,1,0,0,1,0,0
13797,M18096,M,300.9,309.4,1342,62.4,113,1,0,1,0,0,0
14112,M23731,M,298.0,309.2,1336,64.8,194,1,0,0,0,1,0
14131,L48343,L,296.9,307.9,2563,12.3,195,1,0,0,1,0,0
14158,L54689,L,300.1,311.2,1466,45.9,62,1,1,0,0,0,0
14186,L50631,L,301.5,310.6,1365,57.4,111,1,0,0,0,0,0
14342,L52669,L,302.6,312.1,1499,35.0,215,1,1,0,0,0,0
14485,L49659,L,299.0,308.5,1353,52.6,159,1,0,0,0,1,0
14499,L55778,L,297.6,308.3,1478,42.3,187,1,0,0,1,0,0
14555,L48691,L,298.1,308.7,1479,44.9,3,1,1,0,0,0,0
14642,H33243,H,302.2,310.9,1366,48.4,130,1,0,1,0,0,0
14647,L51690,L,302.4,310.2,1346,45.4,106,1,0,1,0,0,0
14726,L49689,L,299.0,308.9,1511,39.3,20,1,1,0,0,0,0
14746,L50913,L,302.3,311.1,1470,39.6,97,1,0,0,0,0,0
14800,L53428,L,300.8,310.1,1424,61.2,198,1,0,0,1,1,0
14859,M23304,M,298.7,309.9,1438,59.1,20,1,0,0,1,0,0
14874,L51194,L,302.1,311.0,1351,60.8,191,1,0,0,0,0,0
14878,L53435,L,301.0,310.5,1379,57.3,204,1,0,0,1,1,0
14948,L56196,L,297.3,308.2,1431,39.3,212,1,0,0,0,0,0
15077,M19287,M,302.4,310.1,1379,44.3,107,1,1,0,0,0,0
15079,L51550,L,302.0,309.9,1307,57.9,197,1,0,1,0,0,0
15099,L49126,L,298.1,308.1,1363,60.8,65,1,0,0,0,1,0
15120,L56844,L,299.1,310.2,1317,54.8,231,1,0,0,0,0,0
15137,L51740,L,302.7,310.7,1377,53.3,67,1,0,1,0,0,0
15189,L56814,L,299.2,310.2,1398,56.2,154,1,0,0,0,1,0
15251,H39228,H,298.3,309.1,1362,40.9,162,1,0,0,0,0,0
15320,H33896,H,302.7,310.6,1349,57.8,121,1,0,1,0,1,0
15551,L51359,L,302.4,310.9,1365,62.9,113,1,0,1,0,0,0
15599,L53257,L,300.9,310.7,1339,59.3,201,1,0,0,0,1,0
15607,M16610,M,298.1,307.8,1404,47.2,85,1,0,0,0,0,0
15639,L51551,L,302.0,309.8,1332,50.2,199,1,0,1,0,0,0
15650,L52605,L,302.7,312.2,1346,73.8,56,1,0,0,1,0,0
15785,L52013,L,302.9,311.9,1337,56.5,12,1,0,1,0,0,0
15796,L56779,L,299.0,310.1,1359,46.3,62,1,0,0,0,1,0
15824,M21465,M,301.5,310.5,1523,39.1,204,1,1,0,0,0,0
15838,M20347,M,302.9,312.2,1286,65.2,203,1,0,0,0,1,0
15928,L48589,L,298.9,310.1,1735,28.9,187,1,1,0,0,0,0
15993,L48676,L,298.0,308.7,1414,46.0,209,1,1,0,0,0,0
16005,M20606,M,301.4,311.3,1364,50.9,46,1,0,0,0,0,0
16031,L53258,L,300.8,310.7,1339,59.1,203,1,0,0,0,0,0
16072,L48341,L,296.9,307.8,1316,61.2,200,1,0,0,0,1,0
16077,L51636,L,302.3,310.1,1374,48.8,184,1,0,1,0,0,0
16158,L55870,L,297.1,308.5,1523,37.1,207,1,0,0,0,0,0
16196,L51940,L,303.6,311.7,1384,53.6,62,1,0,1,0,0,0
16245,L47878,L,297.6,308.8,2478,13.4,72,1,0,0,1,0,0
16274,L51362,L,302.4,310.6,1362,54.8,155,1,0,0,0,0,0
16278,M18953,M,302.0,310.5,1361,62.9,143,1,0,0,0,0,0
16323,L56938,L,298.6,309.8,1368,51.2,218,1,1,0,0,0,0
16340,L56029,L,297.4,308.9,1450,53.6,7,1,0,0,0,1,0
16565,L55263,L,300.1,311.4,1384,51.6,194,1,0,0,0,1,0
16770,L52172,L,303.7,312.9,1370,47.2,14,1,0,0,0,0,0
16779,L49255,L,299.5,309.4,1390,58.8,15,1,0,0,0,0,0
16799,L56688,L,299.2,310.4,1387,53.3,114,1,0,0,0,1,0
16809,L56938,L,298.8,309.6,1370,56.8,218,1,0,0,0,0,0
17112,L47507,L,297.7,308.5,1373,56.7,195,1,0,0,0,1,0
17195,L49763,L,299.2,308.8,1342,54.8,195,1,0,0,0,1,0
17274,L56933,L,298.5,309.8,1367,55.7,217,1,0,0,0,1,0
17410,L56398,L,297.7,308.9,1363,56.2,204,1,0,0,0,1,0
17427,L51634,L,302.6,310.2,1330,47.2,179,1,0,1,0,0,0
17543,L51365,L,302.2,310.7,1270,68.2,159,1,0,1,1,0,0
17554,L56349,L,297.5,308.7,1285,70.2,215,1,0,0,1,0,0
17590,M23821,M,297.3,308.0,1338,61.2,37,1,1,0,0,0,0
17663,L51481,L,301.7,310.1,1359,51.1,65,1,0,1,0,0,0
17687,M19461,M,303.0,311.1,1372,55.2,117,1,0,1,0,0,0
17756,L51562,L,301.7,309.6,1352,53.5,227,1,0,1,0,0,0
17757,H37455,H,300.2,311.6,1447,48.0,155,1,0,0,0,0,0
17957,L51597,L,302.6,310.4,1365,66.8,80,1,0,1,0,0,0
18042,L54656,L,300.2,311.5,1489,47.3,128,1,1,0,0,0,0
18088,L51813,L,303.0,311.2,1382,50.5,203,1,0,1,0,0,0
18109,L56925,L,298.8,310.0,1461,46.5,24,1,0,0,0,0,0
18194,H33541,H,302.0,310.6,1336,66.4,119,1,0,0,1,0,0
18197,M17482,M,299.6,309.4,1242,70.3,80,1,0,0,1,0,0
18201,L47585,L,297.3,308.2,1754,27.9,186,1,1,0,0,0,0
18222,L56636,L,298.4,309.3,1578,36.8,114,1,1,0,0,0,0
18358,L51765,L,303.0,311.1,1270,62.3,146,1,0,1,0,0,0
18361,L51038,L,302.5,311.4,1227,61.5,209,1,0,0,0,1,0
18477,L56771,L,299.2,310.4,1362,37.3,213,1,0,0,0,0,0
18844,L53435,L,301.0,310.5,1336,57.2,204,1,0,0,0,1,0
18912,M20067,M,303.8,312.7,1363,53.3,197,1,0,0,0,1,0
18916,M19036,M,302.2,310.6,1346,45.9,166,1,0,1,0,0,0
18967,L55870,L,297.1,308.5,1546,44.4,5,1,0,0,0,0,0
19013,L51585,L,302.4,310.2,1331,45.5,53,1,0,0,0,0,0
19040,H33529,H,302.0,310.5,1358,49.7,139,1,0,1,0,0,0
19149,M15079,M,298.3,308.5,2636,12.1,148,1,0,0,1,0,0
19220,L51940,L,303.6,311.7,1395,48.4,73,1,0,1,0,0,0
19401,L51422,L,302.2,310.9,1360,46.1,88,1,0,1,0,0,0
19475,L51216,L,302.0,310.8,1349,51.3,62,1,0,1,0,0,0
19539,L48475,L,298.7,309.9,1402,55.8,198,1,0,0,0,1,0
19731,M19238,M,301.9,309.6,1437,48.8,218,1,0,0,0,1,0
19783,M18731,M,302.6,311.8,1501,42.0,174,1,0,0,0,0,0
19804,M20857,M,300.5,310.2,1387,53.2,228,1,0,0,0,1,0
19967,L51645,L,302.8,310.6,1404,43.2,203,1,0,1,0,0,0
19996,L56944,L,298.5,309.5,1336,57.3,12,1,0,0,0,1,0
20092,L54943,L,300.4,311.6,1200,76.6,3,1,0,0,0,0,0
20145,L51700,L,302.4,311.1,1378,50.6,127,1,0,1,0,0,0
20168,L48496,L,299.0,310.1,1367,53.2,213,1,0,0,0,1,0
20349,L52005,L,303.3,311.8,1298,59.4,213,1,0,1,0,0,0
20462,L47740,L,297.5,309.4,1318,59.5,10,1,0,0,1,0,0
20496,L54716,L,300.1,311.3,2579,12.5,22,1,0,0,0,0,0
20584,L57154,L,298.6,308.2,1605,31.6,172,1,0,0,0,0,0
20657,L53312,L,300.8,311.1,1286,67.9,123,1,0,0,0,1,0
20754,L51694,L,302.3,310.1,1673,29.1,115,1,0,0,0,0,0
20772,L50864,L,302.0,311.2,1270,65.3,33,1,0,0,0,0,0
20779,L51461,L,302.0,310.0,1378,53.2,178,1,0,1,0,0,0
21079,L51903,L,303.3,311.8,1366,50.9,17,1,0,0,0,0,0
21153,L52722,L,302.3,311.7,2833,5.7,136,1,0,0,1,0,0
21428,M19704,M,303.4,311.8,1316,50.9,69,1,0,0,0,0,0
21646,M19866,M,303.7,312.8,2567,12.8,49,1,0,0,1,0,0
21658,L53166,L,300.6,310.8,1440,47.4,181,1,1,0,0,0,0
21677,L52293,L,304.0,313.6,1365,53.7,200,1,0,0,0,1,0
21823,L51655,L,302.5,310.4,1379,41.8,104,1,0,1,0,0,0
21879,L48571,L,298.9,310.2,1446,8.8,15,1,0,0,1,0,0
21909,L55789,L,297.4,308.3,1475,46.7,222,1,1,0,0,0,0
22060,L54674,L,300.2,311.8,1336,72.6,187,1,0,0,1,0,0
22132,L54680,L,300.2,311.7,1238,51.4,226,1,0,0,0,1,0
22151,H34167,H,303.6,311.8,1386,50.0,54,1,0,1,0,0,0
22183,L47225,L,298.8,309.1,1312,65.2,111,1,0,1,0,0,0
22188,M19250,M,302.0,309.9,1372,53.0,161,1,0,1,0,0,0
22227,L56673,L,299.1,309.8,1550,55.4,217,1,0,0,0,1,0
22449,L53342,L,301.0,310.8,1397,48.8,194,1,0,0,0,1,0
22471,H34592,H,304.0,313.1,1517,43.1,108,1,0,0,0,0,0
22541,L47348,L,298.4,308.3,1433,62.3,179,1,0,0,0,0,0
22566,M19706,M,303.3,311.8,1367,47.5,75,1,0,1,0,0,0
22727,L51630,L,302.5,310.1,1377,47.2,167,1,0,1,0,0,0
22839,L51831,L,303.1,311.4,1377,51.1,200,1,0,1,0,0,0
22952,M16184,M,298.8,310.1,1359,56.8,194,1,0,0,0,1,0
23010,L54845,L,300.5,311.5,1362,53.9,187,1,0,0,0,1,0
23070,L55617,L,298.7,309.9,1181,65.9,203,1,0,0,0,1,0
23075,L47597,L,297.4,308.4,1589,34.9,213,1,1,0,0,0,0
23155,L51876,L,303.4,311.6,1355,63.9,7,1,0,1,0,0,0
23218,M19033,M,302.2,310.6,1346,49.2,184,1,0,1,0,0,0
23235,L51762,L,302.9,311.2,1298,68.8,76,1,0,1,1,0,0
23313,L52500,L,303.4,312.4,1364,50.5,26,1,0,0,0,0,0
23325,L51305,L,302.1,310.4,1376,54.6,174,1,0,1,0,0,0
23333,M19192,M,301.7,310.0,1379,45.5,86,1,0,1,0,0,0
23369,L55352,L,299.9,311.4,1362,57.2,160,1,0,0,0,0,0
23414,L54690,L,300.5,311.8,1524,48.9,214,1,0,0,0,1,0
23421,L54689,L,300.5,311.9,1510,40.7,214,1,1,0,0,0,0
23428,L55686,L,298.4,309.6,1710,27.3,163,1,0,0,0,0,1
23527,L51822,L,303.2,311.4,1336,56.8,226,1,0,1,0,1,0
23611,L51294,L,302.0,310.5,1376,44.7,139,1,0,1,0,0,0
23615,L51816,L,303.0,310.9,1351,44.5,86,1,0,1,0,0,0
23639,L51575,L,302.3,310.1,1368,65.3,22,1,0,1,0,0,0
23655,L56993,L,298.4,309.1,1681,29.7,170,1,0,0,0,0,0
23687,M20067,M,303.8,312.7,1267,63.4,175,1,0,0,1,0,0
23724,L49252,L,299.6,309.4,1395,61.9,189,1,0,0,0,1,0
23757,L52116,L,303.5,312.3,1284,70.6,94,1,0,0,1,0,0
23774,H33239,H,302.2,310.7,1324,48.9,114,1,0,1,0,0,0
23816,L51641,L,302.7,310.5,1397,49.8,197,1,0,1,0,1,0
23988,M18841,M,302.3,311.3,1931,62.9,101,1,0,0,0,0,0
24092,L54347,L,300.3,310.3,1362,60.3,146,1,0,0,0,1,0
24349,H34780,H,303.1,312.6,1323,61.8,159,1,0,0,0,1,0
24364,L51904,L,303.4,311.8,1359,56.2,202,1,0,1,0,0,0
24552,L55379,L,299.2,310.7,1458,40.2,225,1,1,0,0,0,0
24555,M19916,M,303.9,312.9,2886,4.6,189,1,0,0,1,0,0
24589,L55789,L,297.4,308.3,1475,39.5,222,1,0,0,0,0,0
24879,L50697,L,302.0,311.0,1412,53.1,207,1,0,0,0,1,0
24926,L51210,L,302.0,311.0,1376,47.3,227,1,0,1,0,0,0
24954,L55686,L,298.4,309.6,1710,28.3,163,1,0,0,0,0,0
25017,L51641,L,302.8,310.9,1353,51.0,202,1,0,1,0,0,0
25028,L51882,L,303.6,311.8,1471,66.8,148,1,0,0,0,0,0
25078,L48464,L,298.4,309.5,2153,15.3,5,1,0,0,1,0,0
25101,L51655,L,302.7,310.5,1351,53.9,10,1,0,1,0,0,0
25149,L52260,L,304.2,313.0,2874,4.7,155,1,0,0,1,0,0
25167,L51824,L,303.2,311.3,1706,29.4,6,1,0,1,0,0,0
